date,apple,pen
2008-12-16,114830,13258
2008-12-17,114721,13246
2008-12-18,114628,13235
2008-12-19,114544,13224
2008-12-20,114457,13219
2008-12-21,114356,13211
2008-12-22,114281,13201
2008-12-23,114182,13190
2008-12-24,114077,13181
2008-12-25,113984,13176
2008-12-26,113881,13164
2008-12-27,113789,13158
2008-12-28,113691,13142
2008-12-29,113594,13132
2008-12-30,113510,13122
2008-12-31,113421,13114
2009-01-01,116343,13460
2009-01-02,116255,13450
2009-01-03,116149,13439
2009-01-04,116060,13425
2009-01-05,115970,13415
2009-01-06,115860,13405
2009-01-07,115762,13396
2009-01-08,115685,13389
2009-01-09,115588,13381
2009-01-10,115502,13373
2009-01-11,115403,13363
2009-01-12,115318,13351
2009-01-13,115237,13346
2009-01-14,115138,13337
2009-01-15,118037,13644
2009-01-16,117937,13631
2009-01-17,117851,13622
2009-01-18,117750,13612
2009-01-19,117660,13602
2009-01-20,117559,13593
2009-01-21,117471,13581
2009-01-22,117386,13575
2009-01-23,117306,13559
2009-01-24,117207,13545
2009-01-25,117123,13540
2009-01-26,117042,13532
2009-01-27,116943,13521
2009-01-28,116865,13510
2009-01-29,116770,13497
2009-01-30,116671,13482
2009-01-31,116592,13466
2009-02-01,119440,13732
2009-02-02,119347,13725
2009-02-03,119242,13720
2009-02-04,119154,13714
2009-02-05,119073,13701
2009-02-06,118978,13696
2009-02-07,118878,13688
2009-02-08,118798,13676
2009-02-09,118723,13666
2009-02-10,118638,13655
2009-02-11,118538,13643
2009-02-12,118450,13635
2009-02-13,118346,13629
2009-02-14,118266,13623
2009-02-15,121244,13941
2009-02-16,121129,13931
2009-02-17,121037,13919
2009-02-18,120971,13912
2009-02-19,120877,13897
2009-02-20,120778,13889
2009-02-21,120676,13881
2009-02-22,120575,13873
2009-02-23,120486,13862
2009-02-24,120400,13849
2009-02-25,120299,13841
2009-02-26,120220,13836
2009-02-27,120126,13829
2009-02-28,120032,13815
2009-03-01,122916,14132
2009-03-02,122834,14122
2009-03-03,122759,14108
2009-03-04,122651,14102
2009-03-05,122550,14090
2009-03-06,122471,14081
2009-03-07,122385,14068
2009-03-08,122271,14062
2009-03-09,122159,14051
2009-03-10,122078,14043
2009-03-11,121998,14036
2009-03-12,121891,14024
2009-03-13,121800,14015
2009-03-14,121694,14010
2009-03-15,124658,14333
2009-03-16,124570,14325
2009-03-17,124480,14317
2009-03-18,124408,14311
2009-03-19,124307,14302
2009-03-20,124226,14292
2009-03-21,124136,14282
2009-03-22,124036,14268
2009-03-23,123945,14255
2009-03-24,123847,14247
2009-03-25,123766,14236
2009-03-26,123661,14223
2009-03-27,123557,14210
2009-03-28,123461,14204
2009-03-29,123361,14196
2009-03-30,123289,14187
2009-03-31,123179,14173
2009-04-01,126072,14514
2009-04-02,126002,14504
2009-04-03,125914,14496
2009-04-04,125810,14488
2009-04-05,125702,14478
2009-04-06,125607,14466
2009-04-07,125522,14452
2009-04-08,125417,14442
2009-04-09,125316,14430
2009-04-10,125213,14422
2009-04-11,125117,14412
2009-04-12,125041,14402
2009-04-13,124952,14395
2009-04-14,124853,14386
2009-04-15,127811,14723
2009-04-16,127707,14711
2009-04-17,127612,14700
2009-04-18,127519,14692
2009-04-19,127425,14687
2009-04-20,127315,14675
2009-04-21,127217,14667
2009-04-22,127101,14659
2009-04-23,127004,14651
2009-04-24,126908,14641
2009-04-25,126833,14632
2009-04-26,126744,14620
2009-04-27,126657,14606
2009-04-28,126574,14599
2009-04-29,126483,14593
2009-04-30,126382,14580
2009-05-01,129190,14906
2009-05-02,129103,14888
2009-05-03,129006,14879
2009-05-04,128910,14869
2009-05-05,128813,14860
2009-05-06,128728,14853
2009-05-07,128656,14837
2009-05-08,128562,14830
2009-05-09,128472,14816
2009-05-10,128363,14807
2009-05-11,128273,14800
2009-05-12,128185,14790
2009-05-13,128098,14780
2009-05-14,127996,14770
2009-05-15,130923,15089
2009-05-16,130824,15081
2009-05-17,130746,15076
2009-05-18,130645,15062
2009-05-19,130566,15056
2009-05-20,130477,15044
2009-05-21,130384,15035
2009-05-22,130289,15026
2009-05-23,130189,15018
2009-05-24,130091,15011
2009-05-25,130004,14998
2009-05-26,129912,14991
2009-05-27,129819,14986
2009-05-28,129751,14977
2009-05-29,129663,14967
2009-05-30,129569,14957
2009-05-31,129478,14947
2009-06-01,132324,15272
2009-06-02,132238,15269
2009-06-03,132145,15263
2009-06-04,132061,15255
2009-06-05,131975,15244
2009-06-06,131879,15236
2009-06-07,131801,15224
2009-06-08,131691,15216
2009-06-09,131597,15206
2009-06-10,131518,15198
2009-06-11,131424,15188
2009-06-12,131326,15182
2009-06-13,131214,15171
2009-06-14,131119,15161
2009-06-15,134111,15488
2009-06-16,134015,15480
2009-06-17,133919,15470
2009-06-18,133824,15452
2009-06-19,133722,15444
2009-06-20,133639,15435
2009-06-21,133564,15426
2009-06-22,133479,15414
2009-06-23,133375,15411
2009-06-24,133292,15401
2009-06-25,133213,15381
2009-06-26,133114,15364
2009-06-27,133024,15357
2009-06-28,132919,15351
2009-06-29,132835,15337
2009-06-30,132732,15329
2009-07-01,135772,15650
2009-07-02,135700,15639
2009-07-03,135621,15628
2009-07-04,135527,15621
2009-07-05,135445,15607
2009-07-06,135350,15599
2009-07-07,135259,15594
2009-07-08,135175,15581
2009-07-09,135086,15573
2009-07-10,134981,15562
2009-07-11,134881,15551
2009-07-12,134784,15543
2009-07-13,134690,15538
2009-07-14,134598,15530
2009-07-15,137459,15839
2009-07-16,137384,15832
2009-07-17,137281,15822
2009-07-18,137180,15811
2009-07-19,137082,15799
2009-07-20,136993,15791
2009-07-21,136908,15781
2009-07-22,136809,15773
2009-07-23,136734,15760
2009-07-24,136633,15754
2009-07-25,136549,15745
2009-07-26,136460,15731
2009-07-27,136370,15722
2009-07-28,136291,15712
2009-07-29,136187,15701
2009-07-30,136108,15692
2009-07-31,136001,15685
2009-08-01,138867,16037
2009-08-02,138789,16021
2009-08-03,138691,16010
2009-08-04,138607,15999
2009-08-05,138511,15989
2009-08-06,138437,15980
2009-08-07,138374,15970
2009-08-08,138282,15964
2009-08-09,138181,15955
2009-08-10,138091,15948
2009-08-11,137989,15939
2009-08-12,137900,15926
2009-08-13,137801,15915
2009-08-14,137694,15909
2009-08-15,140666,16247
2009-08-16,140568,16233
2009-08-17,140463,16222
2009-08-18,140382,16216
2009-08-19,140276,16209
2009-08-20,140179,16200
2009-08-21,140081,16189
2009-08-22,139989,16180
2009-08-23,139902,16166
2009-08-24,139807,16157
2009-08-25,139710,16140
2009-08-26,139623,16136
2009-08-27,139524,16128
2009-08-28,139433,16114
2009-08-29,139316,16100
2009-08-30,139226,16091
2009-08-31,139138,16086
2009-09-01,142197,16406
2009-09-02,142103,16397
2009-09-03,142011,16387
2009-09-04,141925,16381
2009-09-05,141823,16367
2009-09-06,141714,16353
2009-09-07,141603,16344
2009-09-08,141517,16335
2009-09-09,141436,16325
2009-09-10,141343,16311
2009-09-11,141249,16299
2009-09-12,141166,16290
2009-09-13,141076,16283
2009-09-14,140977,16276
2009-09-15,143870,16572
2009-09-16,143785,16565
2009-09-17,143698,16556
2009-09-18,143589,16546
2009-09-19,143505,16539
2009-09-20,143402,16525
2009-09-21,143310,16515
2009-09-22,143228,16505
2009-09-23,143139,16496
2009-09-24,143047,16487
2009-09-25,142974,16479
2009-09-26,142877,16467
2009-09-27,142782,16454
2009-09-28,142689,16447
2009-09-29,142582,16432
2009-09-30,142488,16420
2009-10-01,145328,16716
2009-10-02,145233,16710
2009-10-03,145153,16701
2009-10-04,145057,16698
2009-10-05,144966,16689
2009-10-06,144855,16681
2009-10-07,144776,16669
2009-10-08,144671,16657
2009-10-09,144601,16639
2009-10-10,144510,16630
2009-10-11,144421,16620
2009-10-12,144316,16608
2009-10-13,144228,16597
2009-10-14,144139,16584
2009-10-15,147082,16893
2009-10-16,146979,16883
2009-10-17,146881,16866
2009-10-18,146786,16857
2009-10-19,146691,16846
2009-10-20,146583,16839
2009-10-21,146466,16824
2009-10-22,146377,16804
2009-10-23,146278,16793
2009-10-24,146174,16786
2009-10-25,146063,16776
2009-10-26,145974,16773
2009-10-27,145888,16759
2009-10-28,145804,16751
2009-10-29,145689,16738
2009-10-30,145620,16723
2009-10-31,145523,16715
2009-11-01,148428,17073
2009-11-02,148343,17063
2009-11-03,148229,17056
2009-11-04,148121,17048
2009-11-05,148054,17041
2009-11-06,147950,17033
2009-11-07,147842,17023
2009-11-08,147749,17012
2009-11-09,147655,17002
2009-11-10,147562,16992
2009-11-11,147467,16980
2009-11-12,147371,16970
2009-11-13,147286,16961
2009-11-14,147190,16945
2009-11-15,150196,17265
2009-11-16,150091,17255
2009-11-17,150000,17247
2009-11-18,149927,17236
2009-11-19,149835,17228
2009-11-20,149750,17218
2009-11-21,149658,17208
2009-11-22,149565,17194
2009-11-23,149480,17186
2009-11-24,149392,17172
2009-11-25,149291,17159
2009-11-26,149204,17146
2009-11-27,149113,17134
2009-11-28,149028,17126
2009-11-29,148942,17111
2009-11-30,148856,17101
2009-12-01,151744,17408
2009-12-02,151654,17395
2009-12-03,151555,17387
2009-12-04,151461,17378
2009-12-05,151371,17367
2009-12-06,151276,17359
2009-12-07,151188,17343
2009-12-08,151093,17337
2009-12-09,151009,17329
2009-12-10,150915,17316
2009-12-11,150833,17306
2009-12-12,150752,17297
2009-12-13,150676,17280
2009-12-14,150590,17268
2009-12-15,153538,17583
2009-12-16,153421,17569
2009-12-17,153331,17556
2009-12-18,153240,17544
2009-12-19,153159,17536
2009-12-20,153076,17525
2009-12-21,152986,17518
2009-12-22,152890,17503
2009-12-23,152798,17496
2009-12-24,152716,17492
2009-12-25,152631,17477
2009-12-26,152539,17462
2009-12-27,152438,17447
2009-12-28,152348,17438
2009-12-29,152254,17427
2009-12-30,152164,17412
2009-12-31,152055,17399
2010-01-01,154885,17744
2010-01-02,154790,17736
2010-01-03,154694,17729
2010-01-04,154620,17722
2010-01-05,154532,17714
2010-01-06,154446,17699
2010-01-07,154345,17686
2010-01-08,154257,17674
2010-01-09,154163,17658
2010-01-10,154081,17650
2010-01-11,153996,17643
2010-01-12,153896,17634
2010-01-13,153795,17619
2010-01-14,153700,17607
2010-01-15,156630,17942
2010-01-16,156533,17939
2010-01-17,156449,17930
2010-01-18,156353,17923
2010-01-19,156250,17912
2010-01-20,156170,17904
2010-01-21,156074,17894
2010-01-22,155971,17889
2010-01-23,155879,17879
2010-01-24,155790,17871
2010-01-25,155682,17859
2010-01-26,155577,17848
2010-01-27,155479,17840
2010-01-28,155380,17832
2010-01-29,155286,17810
2010-01-30,155180,17802
2010-01-31,155076,17790
2010-02-01,157943,18119
2010-02-02,157847,18101
2010-02-03,157761,18093
2010-02-04,157671,18080
2010-02-05,157559,18073
2010-02-06,157460,18064
2010-02-07,157387,18053
2010-02-08,157310,18040
2010-02-09,157220,18027
2010-02-10,157123,18021
2010-02-11,157018,18011
2010-02-12,156916,18003
2010-02-13,156819,17998
2010-02-14,156727,17988
2010-02-15,159656,18303
2010-02-16,159580,18298
2010-02-17,159484,18291
2010-02-18,159374,18282
2010-02-19,159282,18269
2010-02-20,159172,18257
2010-02-21,159081,18247
2010-02-22,159005,18230
2010-02-23,158902,18219
2010-02-24,158807,18205
2010-02-25,158707,18195
2010-02-26,158619,18186
2010-02-27,158519,18183
2010-02-28,158421,18166
2010-03-01,161257,18478
2010-03-02,161173,18469
2010-03-03,161073,18458
2010-03-04,160977,18448
2010-03-05,160882,18435
2010-03-06,160790,18426
2010-03-07,160683,18418
2010-03-08,160592,18409
2010-03-09,160509,18393
2010-03-10,160428,18380
2010-03-11,160323,18369
2010-03-12,160248,18361
2010-03-13,160156,18348
2010-03-14,160064,18338
2010-03-15,162976,18661
2010-03-16,162885,18651
2010-03-17,162796,18645
2010-03-18,162690,18636
2010-03-19,162596,18625
2010-03-20,162507,18614
2010-03-21,162416,18601
2010-03-22,162326,18592
2010-03-23,162256,18573
2010-03-24,162140,18560
2010-03-25,162052,18550
2010-03-26,161957,18544
2010-03-27,161881,18533
2010-03-28,161798,18528
2010-03-29,161698,18517
2010-03-30,161596,18504
2010-03-31,161498,18497
2010-04-01,164472,18834
2010-04-02,164385,18814
2010-04-03,164301,18804
2010-04-04,164201,18793
2010-04-05,164095,18778
2010-04-06,164001,18769
2010-04-07,163910,18760
2010-04-08,163810,18754
2010-04-09,163730,18737
2010-04-10,163628,18726
2010-04-11,163530,18716
2010-04-12,163442,18705
2010-04-13,163354,18693
2010-04-14,163248,18686
2010-04-15,166197,19003
2010-04-16,166096,18991
2010-04-17,166003,18987
2010-04-18,165920,18979
2010-04-19,165818,18966
2010-04-20,165733,18954
2010-04-21,165636,18947
2010-04-22,165540,18935
2010-04-23,165456,18927
2010-04-24,165370,18920
2010-04-25,165281,18914
2010-04-26,165177,18902
2010-04-27,165084,18889
2010-04-28,164995,18882
2010-04-29,164903,18866
2010-04-30,164811,18849
2010-05-01,167661,19187
2010-05-02,167551,19177
2010-05-03,167464,19165
2010-05-04,167381,19148
2010-05-05,167278,19139
2010-05-06,167190,19132
2010-05-07,167089,19123
2010-05-08,166984,19113
2010-05-09,166896,19103
2010-05-10,166801,19093
2010-05-11,166701,19085
2010-05-12,166597,19080
2010-05-13,166491,19067
2010-05-14,166407,19059
2010-05-15,169330,19344
2010-05-16,169246,19336
2010-05-17,169145,19324
2010-05-18,169066,19316
2010-05-19,168976,19311
2010-05-20,168878,19302
2010-05-21,168769,19290
2010-05-22,168675,19282
2010-05-23,168564,19271
2010-05-24,168493,19262
2010-05-25,168405,19253
2010-05-26,168310,19240
2010-05-27,168223,19227
2010-05-28,168136,19218
2010-05-29,168033,19212
2010-05-30,167931,19202
2010-05-31,167847,19195
2010-06-01,170808,19484
2010-06-02,170719,19477
2010-06-03,170630,19468
2010-06-04,170537,19464
2010-06-05,170456,19460
2010-06-06,170342,19449
2010-06-07,170234,19433
2010-06-08,170138,19421
2010-06-09,170040,19416
2010-06-10,169945,19405
2010-06-11,169870,19401
2010-06-12,169783,19386
2010-06-13,169695,19374
2010-06-14,169600,19360
2010-06-15,172510,19658
2010-06-16,172428,19651
2010-06-17,172326,19637
2010-06-18,172261,19625
2010-06-19,172169,19619
2010-06-20,172065,19613
2010-06-21,171979,19603
2010-06-22,171874,19587
2010-06-23,171785,19582
2010-06-24,171687,19578
2010-06-25,171588,19563
2010-06-26,171503,19554
2010-06-27,171420,19537
2010-06-28,171334,19527
2010-06-29,171248,19517
2010-06-30,171173,19498
2010-07-01,174120,19837
2010-07-02,174022,19827
2010-07-03,173926,19817
2010-07-04,173820,19806
2010-07-05,173730,19795
2010-07-06,173640,19780
2010-07-07,173542,19773
2010-07-08,173456,19765
2010-07-09,173378,19758
2010-07-10,173290,19745
2010-07-11,173192,19736
2010-07-12,173114,19729
2010-07-13,173025,19724
2010-07-14,172943,19716
2010-07-15,175833,20019
2010-07-16,175749,20013
2010-07-17,175656,20003
2010-07-18,175559,19984
2010-07-19,175466,19972
2010-07-20,175367,19967
2010-07-21,175264,19954
2010-07-22,175146,19947
2010-07-23,175065,19939
2010-07-24,174958,19930
2010-07-25,174845,19918
2010-07-26,174756,19908
2010-07-27,174669,19896
2010-07-28,174567,19884
2010-07-29,174481,19875
2010-07-30,174386,19863
2010-07-31,174275,19852
2010-08-01,177192,20180
2010-08-02,177114,20171
2010-08-03,177027,20162
2010-08-04,176937,20152
2010-08-05,176849,20145
2010-08-06,176756,20135
2010-08-07,176651,20128
2010-08-08,176543,20121
2010-08-09,176442,20114
2010-08-10,176341,20103
2010-08-11,176261,20098
2010-08-12,176172,20094
2010-08-13,176095,20077
2010-08-14,175991,20062
2010-08-15,178862,20437
2010-08-16,178774,20424
2010-08-17,178697,20416
2010-08-18,178606,20405
2010-08-19,178508,20394
2010-08-20,178408,20388
2010-08-21,178319,20381
2010-08-22,178212,20374
2010-08-23,178117,20367
2010-08-24,178026,20356
2010-08-25,177944,20346
2010-08-26,177842,20341
2010-08-27,177756,20331
2010-08-28,177669,20320
2010-08-29,177554,20314
2010-08-30,177449,20302
2010-08-31,177341,20290
2010-09-01,180224,20636
2010-09-02,180135,20625
2010-09-03,180044,20617
2010-09-04,179939,20610
2010-09-05,179834,20595
2010-09-06,179745,20590
2010-09-07,179647,20585
2010-09-08,179561,20574
2010-09-09,179464,20565
2010-09-10,179368,20549
2010-09-11,179262,20538
2010-09-12,179163,20528
2010-09-13,179068,20522
2010-09-14,178980,20516
2010-09-15,181926,20839
2010-09-16,181847,20828
2010-09-17,181747,20818
2010-09-18,181642,20807
2010-09-19,181546,20800
2010-09-20,181418,20793
2010-09-21,181344,20779
2010-09-22,181246,20774
2010-09-23,181141,20766
2010-09-24,181043,20756
2010-09-25,180950,20746
2010-09-26,180845,20736
2010-09-27,180742,20727
2010-09-28,180669,20713
2010-09-29,180577,20696
2010-09-30,180492,20678
2010-10-01,183407,21010
2010-10-02,183312,21006
2010-10-03,183233,20994
2010-10-04,183153,20984
2010-10-05,183059,20967
2010-10-06,182975,20959
2010-10-07,182884,20952
2010-10-08,182794,20938
2010-10-09,182710,20928
2010-10-10,182600,20914
2010-10-11,182499,20907
2010-10-12,182408,20896
2010-10-13,182306,20885
2010-10-14,182205,20877
2010-10-15,185127,21221
2010-10-16,185030,21209
2010-10-17,184937,21194
2010-10-18,184840,21180
2010-10-19,184744,21172
2010-10-20,184660,21160
2010-10-21,184571,21149
2010-10-22,184480,21138
2010-10-23,184401,21131
2010-10-24,184315,21125
2010-10-25,184221,21114
2010-10-26,184112,21105
2010-10-27,184033,21097
2010-10-28,183940,21081
2010-10-29,183828,21079
2010-10-30,183737,21075
2010-10-31,183659,21062
2010-11-01,186583,21395
2010-11-02,186495,21385
2010-11-03,186402,21371
2010-11-04,186306,21360
2010-11-05,186211,21351
2010-11-06,186123,21339
2010-11-07,186023,21326
2010-11-08,185922,21316
2010-11-09,185840,21305
2010-11-10,185745,21298
2010-11-11,185651,21290
2010-11-12,185567,21274
2010-11-13,185477,21265
2010-11-14,185398,21254
2010-11-15,188306,21581
2010-11-16,188229,21572
2010-11-17,188132,21566
2010-11-18,188051,21556
2010-11-19,187965,21544
2010-11-20,187865,21537
2010-11-21,187775,21526
2010-11-22,187683,21509
2010-11-23,187592,21498
2010-11-24,187492,21490
2010-11-25,187411,21484
2010-11-26,187307,21474
2010-11-27,187194,21461
2010-11-28,187099,21454
2010-11-29,187010,21442
2010-11-30,186905,21431
2010-12-01,189855,21750
2010-12-02,189769,21740
2010-12-03,189672,21730
2010-12-04,189588,21721
2010-12-05,189502,21710
2010-12-06,189407,21699
2010-12-07,189315,21687
2010-12-08,189228,21677
2010-12-09,189141,21669
2010-12-10,189050,21657
2010-12-11,188944,21647
2010-12-12,188867,21637
2010-12-13,188781,21623
2010-12-14,188670,21611
2010-12-15,191711,21935
2010-12-16,191627,21925
2010-12-17,191532,21907
2010-12-18,191444,21897
2010-12-19,191362,21892
2010-12-20,191281,21883
2010-12-21,191186,21875
2010-12-22,191081,21862
2010-12-23,190991,21854
2010-12-24,190900,21843
2010-12-25,190805,21836
2010-12-26,190702,21831
2010-12-27,190600,21824
2010-12-28,190503,21816
2010-12-29,190407,21809
2010-12-30,190322,21795
2010-12-31,190243,21778
2011-01-01,193199,22107
2011-01-02,193094,22098
2011-01-03,193005,22090
2011-01-04,192921,22079
2011-01-05,192808,22072
2011-01-06,192703,22061
2011-01-07,192619,22048
2011-01-08,192536,22039
2011-01-09,192451,22028
2011-01-10,192332,22014
2011-01-11,192241,22005
2011-01-12,192152,21997
2011-01-13,192079,21987
2011-01-14,191981,21979
2011-01-15,194940,22297
2011-01-16,194857,22289
2011-01-17,194776,22276
2011-01-18,194688,22269
2011-01-19,194586,22259
2011-01-20,194508,22253
2011-01-21,194443,22249
2011-01-22,194349,22236
2011-01-23,194249,22219
2011-01-24,194160,22209
2011-01-25,194060,22197
2011-01-26,193961,22185
2011-01-27,193859,22168
2011-01-28,193753,22158
2011-01-29,193647,22149
2011-01-30,193553,22141
2011-01-31,193469,22128
2011-02-01,196354,22470
2011-02-02,196280,22464
2011-02-03,196180,22453
2011-02-04,196099,22440
2011-02-05,195997,22422
2011-02-06,195905,22415
2011-02-07,195829,22403
2011-02-08,195737,22395
2011-02-09,195629,22382
2011-02-10,195541,22373
2011-02-11,195454,22356
2011-02-12,195369,22342
2011-02-13,195290,22335
2011-02-14,195188,22322
2011-02-15,198069,22663
2011-02-16,197970,22651
2011-02-17,197885,22639
2011-02-18,197778,22629
2011-02-19,197682,22621
2011-02-20,197568,22609
2011-02-21,197479,22600
2011-02-22,197400,22590
2011-02-23,197298,22585
2011-02-24,197188,22580
2011-02-25,197081,22573
2011-02-26,196985,22559
2011-02-27,196900,22550
2011-02-28,196789,22532
2011-03-01,199711,22830
2011-03-02,199613,22821
2011-03-03,199531,22810
2011-03-04,199418,22795
2011-03-05,199333,22786
2011-03-06,199244,22777
2011-03-07,199162,22768
2011-03-08,199065,22757
2011-03-09,198994,22749
2011-03-10,198907,22739
2011-03-11,198807,22730
2011-03-12,198716,22712
2011-03-13,198615,22707
2011-03-14,198510,22696
2011-03-15,201389,22994
2011-03-16,201315,22988
2011-03-17,201210,22982
2011-03-18,201116,22976
2011-03-19,201025,22963
2011-03-20,200917,22959
2011-03-21,200812,22949
2011-03-22,200716,22934
2011-03-23,200624,22925
2011-03-24,200511,22915
2011-03-25,200415,22903
2011-03-26,200312,22895
2011-03-27,200229,22885
2011-03-28,200128,22878
2011-03-29,200018,22873
2011-03-30,199939,22868
2011-03-31,199851,22844
2011-04-01,202701,23170
2011-04-02,202603,23165
2011-04-03,202517,23158
2011-04-04,202430,23149
2011-04-05,202352,23137
2011-04-06,202245,23125
2011-04-07,202153,23120
2011-04-08,202063,23109
2011-04-09,201966,23100
2011-04-10,201874,23088
2011-04-11,201790,23081
2011-04-12,201704,23073
2011-04-13,201608,23069
2011-04-14,201494,23059
2011-04-15,204408,23362
2011-04-16,204320,23352
2011-04-17,204230,23342
2011-04-18,204145,23334
2011-04-19,204055,23322
2011-04-20,203982,23312
2011-04-21,203882,23303
2011-04-22,203789,23290
2011-04-23,203697,23281
2011-04-24,203600,23280
2011-04-25,203519,23276
2011-04-26,203422,23263
2011-04-27,203321,23250
2011-04-28,203226,23240
2011-04-29,203146,23231
2011-04-30,203042,23216
2011-05-01,205967,23525
2011-05-02,205872,23511
2011-05-03,205779,23502
2011-05-04,205691,23493
2011-05-05,205597,23480
2011-05-06,205522,23474
2011-05-07,205419,23466
2011-05-08,205298,23460
2011-05-09,205203,23451
2011-05-10,205121,23442
2011-05-11,205030,23439
2011-05-12,204950,23431
2011-05-13,204862,23417
2011-05-14,204774,23407
2011-05-15,207712,23730
2011-05-16,207621,23719
2011-05-17,207523,23709
2011-05-18,207433,23702
2011-05-19,207346,23691
2011-05-20,207253,23673
2011-05-21,207167,23663
2011-05-22,207090,23657
2011-05-23,207007,23644
2011-05-24,206900,23632
2011-05-25,206812,23629
2011-05-26,206713,23622
2011-05-27,206636,23611
2011-05-28,206537,23598
2011-05-29,206458,23591
2011-05-30,206365,23585
2011-05-31,206279,23576
2011-06-01,209228,23891
2011-06-02,209136,23881
2011-06-03,209044,23877
2011-06-04,208946,23872
2011-06-05,208848,23867
2011-06-06,208754,23861
2011-06-07,208674,23852
2011-06-08,208596,23843
2011-06-09,208507,23829
2011-06-10,208418,23820
2011-06-11,208314,23811
2011-06-12,208224,23797
2011-06-13,208141,23785
2011-06-14,208058,23777
2011-06-15,210899,24098
2011-06-16,210823,24087
2011-06-17,210744,24081
2011-06-18,210655,24075
2011-06-19,210537,24060
2011-06-20,210434,24049
2011-06-21,210316,24043
2011-06-22,210221,24032
2011-06-23,210134,24018
2011-06-24,210050,24005
2011-06-25,209953,23989
2011-06-26,209853,23976
2011-06-27,209773,23965
2011-06-28,209686,23960
2011-06-29,209599,23948
2011-06-30,209496,23934
2011-07-01,212457,24269
2011-07-02,212366,24264
2011-07-03,212272,24257
2011-07-04,212195,24242
2011-07-05,212085,24230
2011-07-06,211986,24221
2011-07-07,211899,24208
2011-07-08,211812,24197
2011-07-09,211738,24184
2011-07-10,211648,24176
2011-07-11,211564,24164
2011-07-12,211474,24157
2011-07-13,211373,24152
2011-07-14,211285,24140
2011-07-15,214227,24438
2011-07-16,214121,24430
2011-07-17,214012,24416
2011-07-18,213919,24414
2011-07-19,213835,24403
2011-07-20,213740,24393
2011-07-21,213647,24386
2011-07-22,213557,24379
2011-07-23,213472,24366
2011-07-24,213383,24357
2011-07-25,213300,24345
2011-07-26,213210,24331
2011-07-27,213111,24323
2011-07-28,213017,24311
2011-07-29,212950,24306
2011-07-30,212868,24293
2011-07-31,212761,24283
2011-08-01,215611,24615
2011-08-02,215520,24604
2011-08-03,215422,24593
2011-08-04,215328,24587
2011-08-05,215250,24579
2011-08-06,215151,24568
2011-08-07,215041,24555
2011-08-08,214940,24543
2011-08-09,214855,24531
2011-08-10,214758,24518
2011-08-11,214666,24507
2011-08-12,214580,24497
2011-08-13,214504,24485
2011-08-14,214391,24475
2011-08-15,217357,24773
2011-08-16,217256,24758
2011-08-17,217170,24750
2011-08-18,217096,24739
2011-08-19,216994,24728
2011-08-20,216889,24721
2011-08-21,216801,24709
2011-08-22,216701,24701
2011-08-23,216612,24691
2011-08-24,216521,24683
2011-08-25,216428,24678
2011-08-26,216328,24664
2011-08-27,216248,24656
2011-08-28,216173,24643
2011-08-29,216076,24635
2011-08-30,215981,24626
2011-08-31,215894,24614
2011-09-01,218814,24952
2011-09-02,218728,24941
2011-09-03,218634,24931
2011-09-04,218546,24921
2011-09-05,218451,24914
2011-09-06,218363,24905
2011-09-07,218267,24897
2011-09-08,218174,24889
2011-09-09,218082,24884
2011-09-10,217987,24878
2011-09-11,217905,24871
2011-09-12,217817,24859
2011-09-13,217730,24849
2011-09-14,217636,24836
2011-09-15,220526,25151
2011-09-16,220428,25138
2011-09-17,220324,25122
2011-09-18,220247,25115
2011-09-19,220174,25108
2011-09-20,220089,25103
2011-09-21,219984,25094
2011-09-22,219883,25083
2011-09-23,219779,25066
2011-09-24,219677,25054
2011-09-25,219584,25043
2011-09-26,219477,25030
2011-09-27,219374,25022
2011-09-28,219287,25011
2011-09-29,219193,25002
2011-09-30,219094,24989
2011-10-01,221945,25341
2011-10-02,221846,25338
2011-10-03,221752,25332
2011-10-04,221637,25324
2011-10-05,221550,25319
2011-10-06,221449,25311
2011-10-07,221342,25301
2011-10-08,221256,25293
2011-10-09,221167,25281
2011-10-10,221062,25268
2011-10-11,220964,25259
2011-10-12,220892,25256
2011-10-13,220802,25244
2011-10-14,220709,25232
2011-10-15,223550,25574
2011-10-16,223466,25562
2011-10-17,223367,25550
2011-10-18,223281,25531
2011-10-19,223180,25519
2011-10-20,223076,25514
2011-10-21,222983,25505
2011-10-22,222891,25497
2011-10-23,222803,25485
2011-10-24,222714,25473
2011-10-25,222624,25461
2011-10-26,222510,25451
2011-10-27,222415,25447
2011-10-28,222310,25440
2011-10-29,222214,25427
2011-10-30,222119,25416
2011-10-31,222018,25409
2011-11-01,224979,25741
2011-11-02,224879,25732
2011-11-03,224793,25721
2011-11-04,224703,25709
2011-11-05,224600,25702
2011-11-06,224511,25698
2011-11-07,224418,25692
2011-11-08,224332,25681
2011-11-09,224250,25675
2011-11-10,224166,25664
2011-11-11,224063,25657
2011-11-12,223964,25643
2011-11-13,223871,25629
2011-11-14,223786,25620
2011-11-15,226648,25961
2011-11-16,226539,25949
2011-11-17,226450,25939
2011-11-18,226364,25929
2011-11-19,226255,25918
2011-11-20,226171,25907
2011-11-21,226073,25895
2011-11-22,225973,25886
2011-11-23,225892,25877
2011-11-24,225790,25868
2011-11-25,225666,25858
2011-11-26,225568,25848
