date,apple,pen
2008-12-17,160813,8768
2008-12-18,159960,8710
2008-12-19,159083,8666
2008-12-20,158248,8626
2008-12-21,157437,8579
2008-12-22,156572,8539
2008-12-23,155678,8483
2008-12-24,154845,8443
2008-12-25,153990,8402
2008-12-26,153130,8353
2008-12-27,152266,8305
2008-12-28,151449,8260
2008-12-29,150640,8217
2008-12-30,149800,8173
2008-12-31,148927,8116
2009-01-01,163031,8871
2009-01-02,162191,8827
2009-01-03,161301,8781
2009-01-04,160446,8750
2009-01-05,159628,8702
2009-01-06,158775,8654
2009-01-07,157943,8605
2009-01-08,157116,8554
2009-01-09,156267,8512
2009-01-10,155397,8468
2009-01-11,154524,8433
2009-01-12,153663,8372
2009-01-13,152822,8344
2009-01-14,151955,8295
2009-01-15,166274,9100
2009-01-16,165423,9058
2009-01-17,164579,9014
2009-01-18,163788,8971
2009-01-19,163017,8944
2009-01-20,162145,8898
2009-01-21,161285,8862
2009-01-22,160489,8815
2009-01-23,159642,8781
2009-01-24,158729,8750
2009-01-25,157906,8702
2009-01-26,157058,8657
2009-01-27,156240,8614
2009-01-28,155362,8556
2009-01-29,154501,8515
2009-01-30,153652,8478
2009-01-31,152771,8430
2009-02-01,167040,9156
2009-02-02,166209,9105
2009-02-03,165401,9050
2009-02-04,164570,9000
2009-02-05,163713,8968
2009-02-06,162912,8925
2009-02-07,162074,8884
2009-02-08,161224,8841
2009-02-09,160359,8806
2009-02-10,159468,8766
2009-02-11,158659,8716
2009-02-12,157831,8673
2009-02-13,157011,8630
2009-02-14,156152,8588
2009-02-15,170306,9380
2009-02-16,169469,9344
2009-02-17,168577,9294
2009-02-18,167785,9247
2009-02-19,166954,9199
2009-02-20,166099,9159
2009-02-21,165261,9126
2009-02-22,164380,9084
2009-02-23,163511,9046
2009-02-24,162685,9000
2009-02-25,161820,8954
2009-02-26,161012,8917
2009-02-27,160178,8875
2009-02-28,159324,8816
2009-03-01,173443,9544
2009-03-02,172575,9493
2009-03-03,171734,9434
2009-03-04,170896,9389
2009-03-05,170017,9353
2009-03-06,169156,9300
2009-03-07,168281,9251
2009-03-08,167474,9213
2009-03-09,166617,9176
2009-03-10,165791,9130
2009-03-11,164892,9074
2009-03-12,163996,9024
2009-03-13,163179,8993
2009-03-14,162294,8949
2009-03-15,176330,9729
2009-03-16,175504,9681
2009-03-17,174669,9632
2009-03-18,173869,9586
2009-03-19,173038,9553
2009-03-20,172207,9511
2009-03-21,171374,9470
2009-03-22,170552,9433
2009-03-23,169690,9398
2009-03-24,168796,9353
2009-03-25,167979,9301
2009-03-26,167171,9262
2009-03-27,166253,9218
2009-03-28,165401,9163
2009-03-29,164558,9114
2009-03-30,163730,9071
2009-03-31,162866,9017
2009-04-01,176887,9770
2009-04-02,176021,9717
2009-04-03,175193,9684
2009-04-04,174312,9639
2009-04-05,173534,9588
2009-04-06,172701,9555
2009-04-07,171869,9518
2009-04-08,171051,9479
2009-04-09,170176,9440
2009-04-10,169315,9389
2009-04-11,168471,9344
2009-04-12,167642,9298
2009-04-13,166755,9249
2009-04-14,165898,9194
2009-04-15,180011,9927
2009-04-16,179150,9885
2009-04-17,178268,9846
2009-04-18,177441,9803
2009-04-19,176606,9763
2009-04-20,175819,9714
2009-04-21,174947,9677
2009-04-22,174077,9642
2009-04-23,173251,9595
2009-04-24,172377,9550
2009-04-25,171481,9500
2009-04-26,170662,9455
2009-04-27,169778,9413
2009-04-28,168894,9375
2009-04-29,168056,9333
2009-04-30,167182,9286
2009-05-01,181252,10034
2009-05-02,180413,9990
2009-05-03,179585,9954
2009-05-04,178781,9920
2009-05-05,177937,9883
2009-05-06,177067,9849
2009-05-07,176122,9804
2009-05-08,175283,9757
2009-05-09,174420,9713
2009-05-10,173553,9673
2009-05-11,172734,9628
2009-05-12,171824,9571
2009-05-13,170924,9535
2009-05-14,170090,9488
2009-05-15,184232,10258
2009-05-16,183375,10215
2009-05-17,182421,10163
2009-05-18,181616,10121
2009-05-19,180773,10084
2009-05-20,179946,10034
2009-05-21,179149,9994
2009-05-22,178311,9958
2009-05-23,177479,9913
2009-05-24,176659,9873
2009-05-25,175816,9831
2009-05-26,174980,9781
2009-05-27,174114,9735
2009-05-28,173273,9698
2009-05-29,172438,9662
2009-05-30,171612,9624
2009-05-31,170783,9577
2009-06-01,185055,10276
2009-06-02,184220,10225
2009-06-03,183397,10168
2009-06-04,182580,10102
2009-06-05,181771,10049
2009-06-06,180935,10000
2009-06-07,180134,9945
2009-06-08,179281,9894
2009-06-09,178432,9842
2009-06-10,177571,9805
2009-06-11,176682,9757
2009-06-12,175866,9728
2009-06-13,174976,9683
2009-06-14,174177,9636
2009-06-15,188176,10330
2009-06-16,187338,10290
2009-06-17,186502,10258
2009-06-18,185637,10212
2009-06-19,184805,10167
2009-06-20,183992,10126
2009-06-21,183151,10080
2009-06-22,182321,10030
2009-06-23,181444,9979
2009-06-24,180640,9942
2009-06-25,179773,9897
2009-06-26,178929,9863
2009-06-27,178042,9817
2009-06-28,177145,9769
2009-06-29,176272,9725
2009-06-30,175454,9670
2009-07-01,189536,10409
2009-07-02,188701,10367
2009-07-03,187915,10325
2009-07-04,187078,10289
2009-07-05,186229,10234
2009-07-06,185356,10191
2009-07-07,184466,10147
2009-07-08,183645,10104
2009-07-09,182839,10062
2009-07-10,181926,10019
2009-07-11,181050,9974
2009-07-12,180181,9926
2009-07-13,179340,9889
2009-07-14,178425,9836
2009-07-15,192568,10547
2009-07-16,191706,10505
2009-07-17,190814,10463
2009-07-18,190003,10419
2009-07-19,189131,10381
2009-07-20,188299,10341
2009-07-21,187468,10288
2009-07-22,186641,10239
2009-07-23,185800,10198
2009-07-24,184905,10159
2009-07-25,184110,10119
2009-07-26,183265,10069
2009-07-27,182421,10018
2009-07-28,181600,9980
2009-07-29,180789,9942
2009-07-30,180005,9899
2009-07-31,179145,9851
2009-08-01,193677,10555
2009-08-02,192848,10512
2009-08-03,191989,10474
2009-08-04,191132,10419
2009-08-05,190336,10375
2009-08-06,189465,10333
2009-08-07,188627,10286
2009-08-08,187757,10226
2009-08-09,186889,10180
2009-08-10,186044,10135
2009-08-11,185201,10083
2009-08-12,184326,10028
2009-08-13,183481,9986
2009-08-14,182611,9933
2009-08-15,196770,10656
2009-08-16,195857,10606
2009-08-17,195026,10561
2009-08-18,194149,10513
2009-08-19,193306,10466
2009-08-20,192431,10413
2009-08-21,191545,10371
2009-08-22,190716,10312
2009-08-23,189872,10264
2009-08-24,189023,10224
2009-08-25,188168,10177
2009-08-26,187293,10136
2009-08-27,186465,10094
2009-08-28,185629,10058
2009-08-29,184758,10008
2009-08-30,183874,9961
2009-08-31,183034,9915
2009-09-01,197066,10697
2009-09-02,196255,10643
2009-09-03,195436,10596
2009-09-04,194551,10546
2009-09-05,193693,10498
2009-09-06,192764,10453
2009-09-07,191865,10408
2009-09-08,191064,10360
2009-09-09,190233,10320
2009-09-10,189372,10268
2009-09-11,188524,10232
2009-09-12,187713,10188
2009-09-13,186887,10151
2009-09-14,186020,10100
2009-09-15,200335,10841
2009-09-16,199442,10797
2009-09-17,198595,10749
2009-09-18,197758,10707
2009-09-19,196913,10666
2009-09-20,196094,10616
2009-09-21,195228,10573
2009-09-22,194388,10527
2009-09-23,193512,10484
2009-09-24,192670,10447
2009-09-25,191837,10402
2009-09-26,190958,10364
2009-09-27,190102,10315
2009-09-28,189264,10276
2009-09-29,188340,10225
2009-09-30,187483,10167
2009-10-01,201729,10858
2009-10-02,200909,10817
2009-10-03,200043,10780
2009-10-04,199227,10734
2009-10-05,198397,10691
2009-10-06,197586,10632
2009-10-07,196760,10587
2009-10-08,195920,10539
2009-10-09,195070,10486
2009-10-10,194178,10452
2009-10-11,193260,10414
2009-10-12,192431,10375
2009-10-13,191596,10326
2009-10-14,190736,10287
2009-10-15,204606,11047
2009-10-16,203788,10995
2009-10-17,202917,10958
2009-10-18,202088,10915
2009-10-19,201185,10871
2009-10-20,200261,10825
2009-10-21,199405,10787
2009-10-22,198586,10751
2009-10-23,197768,10709
2009-10-24,196974,10669
2009-10-25,196150,10625
2009-10-26,195332,10584
2009-10-27,194453,10533
2009-10-28,193651,10478
2009-10-29,192825,10425
2009-10-30,191964,10380
2009-10-31,191102,10331
2009-11-01,205279,11095
2009-11-02,204399,11054
2009-11-03,203564,10997
2009-11-04,202700,10935
2009-11-05,201850,10897
2009-11-06,201005,10857
2009-11-07,200172,10821
2009-11-08,199391,10777
2009-11-09,198558,10726
2009-11-10,197741,10687
2009-11-11,196894,10628
2009-11-12,196056,10592
2009-11-13,195222,10548
2009-11-14,194326,10508
2009-11-15,208458,11220
2009-11-16,207547,11172
2009-11-17,206716,11130
2009-11-18,205866,11097
2009-11-19,205029,11048
2009-11-20,204158,11013
2009-11-21,203313,10969
2009-11-22,202453,10915
2009-11-23,201633,10863
2009-11-24,200813,10822
2009-11-25,199983,10780
2009-11-26,199122,10735
2009-11-27,198299,10686
2009-11-28,197476,10631
2009-11-29,196623,10589
2009-11-30,195800,10530
2009-12-01,209966,11278
2009-12-02,209135,11229
2009-12-03,208319,11181
2009-12-04,207437,11135
2009-12-05,206594,11083
2009-12-06,205706,11048
2009-12-07,204906,11010
2009-12-08,204038,10985
2009-12-09,203139,10943
2009-12-10,202318,10907
2009-12-11,201462,10864
2009-12-12,200587,10810
2009-12-13,199742,10772
2009-12-14,198920,10738
2009-12-15,212991,11502
2009-12-16,212159,11456
2009-12-17,211287,11421
2009-12-18,210403,11365
2009-12-19,209558,11320
2009-12-20,208725,11282
2009-12-21,207866,11234
2009-12-22,206995,11195
2009-12-23,206184,11154
2009-12-24,205333,11104
2009-12-25,204467,11067
2009-12-26,203572,11027
2009-12-27,202687,10973
2009-12-28,201777,10927
2009-12-29,200960,10886
2009-12-30,200132,10840
2009-12-31,199299,10799
2010-01-01,213420,11530
2010-01-02,212576,11484
2010-01-03,211724,11437
2010-01-04,210904,11392
2010-01-05,210058,11348
2010-01-06,209211,11308
2010-01-07,208349,11258
2010-01-08,207492,11214
2010-01-09,206643,11170
2010-01-10,205808,11126
2010-01-11,204946,11080
2010-01-12,204169,11043
2010-01-13,203333,11005
2010-01-14,202480,10966
2010-01-15,216749,11712
2010-01-16,215898,11658
2010-01-17,215056,11621
2010-01-18,214217,11568
2010-01-19,213348,11535
2010-01-20,212475,11477
2010-01-21,211627,11431
2010-01-22,210801,11381
2010-01-23,209918,11325
2010-01-24,209086,11280
2010-01-25,208221,11237
2010-01-26,207389,11198
2010-01-27,206532,11158
2010-01-28,205689,11103
2010-01-29,204820,11049
2010-01-30,203987,11012
2010-01-31,203154,10976
2010-02-01,217098,11735
2010-02-02,216277,11693
2010-02-03,215487,11650
2010-02-04,214637,11601
2010-02-05,213779,11564
2010-02-06,212882,11519
2010-02-07,212034,11480
2010-02-08,211170,11450
2010-02-09,210354,11412
2010-02-10,209493,11370
2010-02-11,208608,11343
2010-02-12,207730,11299
2010-02-13,206921,11247
2010-02-14,206135,11209
2010-02-15,220113,11948
2010-02-16,219216,11903
2010-02-17,218357,11860
2010-02-18,217488,11813
2010-02-19,216670,11762
2010-02-20,215846,11718
2010-02-21,215020,11669
2010-02-22,214129,11630
2010-02-23,213314,11579
2010-02-24,212462,11537
2010-02-25,211590,11499
2010-02-26,210722,11447
2010-02-27,209891,11401
2010-02-28,209049,11347
2010-03-01,223123,12047
2010-03-02,222253,12000
2010-03-03,221388,11958
2010-03-04,220524,11914
2010-03-05,219680,11866
2010-03-06,218834,11831
2010-03-07,217990,11782
2010-03-08,217164,11747
2010-03-09,216363,11703
2010-03-10,215534,11675
2010-03-11,214672,11632
2010-03-12,213836,11590
2010-03-13,212958,11550
2010-03-14,212082,11506
2010-03-15,226131,12308
2010-03-16,225237,12273
2010-03-17,224348,12237
2010-03-18,223509,12191
2010-03-19,222643,12148
2010-03-20,221838,12112
2010-03-21,220975,12068
2010-03-22,220112,12033
2010-03-23,219301,11984
2010-03-24,218426,11929
2010-03-25,217599,11882
2010-03-26,216717,11840
2010-03-27,215854,11782
2010-03-28,214970,11746
2010-03-29,214114,11698
2010-03-30,213281,11654
2010-03-31,212445,11612
2010-04-01,226574,12334
2010-04-02,225703,12285
2010-04-03,224835,12239
2010-04-04,224007,12187
2010-04-05,223187,12139
2010-04-06,222331,12090
2010-04-07,221508,12038
2010-04-08,220669,12004
2010-04-09,219831,11963
2010-04-10,218992,11912
2010-04-11,218166,11873
2010-04-12,217296,11825
2010-04-13,216461,11785
2010-04-14,215619,11739
2010-04-15,229697,12527
2010-04-16,228826,12483
2010-04-17,227944,12444
2010-04-18,227088,12405
2010-04-19,226255,12361
2010-04-20,225426,12313
2010-04-21,224549,12262
2010-04-22,223704,12213
2010-04-23,222869,12166
2010-04-24,222020,12129
2010-04-25,221147,12090
2010-04-26,220337,12048
2010-04-27,219448,12004
2010-04-28,218578,11965
2010-04-29,217746,11928
2010-04-30,216858,11877
2010-05-01,230992,12658
2010-05-02,230118,12613
2010-05-03,229311,12572
2010-05-04,228473,12540
2010-05-05,227630,12495
2010-05-06,226770,12449
2010-05-07,225955,12392
2010-05-08,225048,12352
2010-05-09,224174,12304
2010-05-10,223327,12251
2010-05-11,222507,12210
2010-05-12,221664,12161
2010-05-13,220759,12108
2010-05-14,219898,12064
2010-05-15,233997,12795
2010-05-16,233166,12757
2010-05-17,232340,12712
2010-05-18,231412,12673
2010-05-19,230529,12631
2010-05-20,229732,12591
2010-05-21,228845,12551
2010-05-22,227976,12514
2010-05-23,227171,12475
2010-05-24,226328,12430
2010-05-25,225492,12391
2010-05-26,224637,12338
2010-05-27,223853,12298
2010-05-28,223004,12250
2010-05-29,222160,12199
2010-05-30,221312,12142
2010-05-31,220485,12094
2010-06-01,234960,12886
2010-06-02,234135,12847
2010-06-03,233318,12809
2010-06-04,232482,12768
2010-06-05,231660,12742
2010-06-06,230816,12702
2010-06-07,229925,12665
2010-06-08,229099,12617
2010-06-09,228284,12570
2010-06-10,227464,12519
2010-06-11,226646,12493
2010-06-12,225764,12448
2010-06-13,224940,12414
2010-06-14,224100,12372
2010-06-15,238282,13109
2010-06-16,237433,13069
2010-06-17,236578,13032
2010-06-18,235730,12990
2010-06-19,234923,12946
2010-06-20,234071,12909
2010-06-21,233267,12870
2010-06-22,232431,12833
2010-06-23,231515,12783
2010-06-24,230677,12747
2010-06-25,229826,12701
2010-06-26,228929,12647
2010-06-27,228069,12602
2010-06-28,227223,12558
2010-06-29,226433,12501
2010-06-30,225550,12458
2010-07-01,239590,13301
2010-07-02,238722,13241
2010-07-03,237876,13190
2010-07-04,237041,13148
2010-07-05,236194,13087
2010-07-06,235308,13047
2010-07-07,234465,13011
2010-07-08,233645,12970
2010-07-09,232818,12925
2010-07-10,231985,12872
2010-07-11,231201,12820
2010-07-12,230407,12776
2010-07-13,229565,12725
2010-07-14,228734,12658
2010-07-15,243011,13428
2010-07-16,242178,13385
2010-07-17,241311,13331
2010-07-18,240501,13292
2010-07-19,239609,13245
2010-07-20,238722,13201
2010-07-21,237834,13157
2010-07-22,236953,13093
2010-07-23,236109,13036
2010-07-24,235226,12973
2010-07-25,234344,12920
2010-07-26,233488,12881
2010-07-27,232609,12835
2010-07-28,231762,12793
2010-07-29,230928,12759
2010-07-30,230088,12719
2010-07-31,229214,12678
2010-08-01,243247,13408
2010-08-02,242397,13366
2010-08-03,241550,13329
2010-08-04,240747,13292
2010-08-05,239934,13257
2010-08-06,239080,13216
2010-08-07,238248,13174
2010-08-08,237334,13118
2010-08-09,236485,13084
2010-08-10,235649,13048
2010-08-11,234824,13017
2010-08-12,233888,12964
2010-08-13,232952,12915
2010-08-14,232072,12876
2010-08-15,246206,13647
2010-08-16,245346,13606
2010-08-17,244530,13556
2010-08-18,243718,13519
2010-08-19,242868,13473
2010-08-20,242026,13423
2010-08-21,241137,13387
2010-08-22,240289,13344
2010-08-23,239445,13297
2010-08-24,238618,13253
2010-08-25,237811,13211
2010-08-26,236921,13172
2010-08-27,236028,13126
2010-08-28,235130,13080
2010-08-29,234257,13046
2010-08-30,233416,13013
2010-08-31,232598,12980
2010-09-01,246779,13760
2010-09-02,245957,13722
2010-09-03,245149,13677
2010-09-04,244321,13639
2010-09-05,243490,13596
2010-09-06,242662,13556
2010-09-07,241805,13512
2010-09-08,240931,13478
2010-09-09,240117,13436
2010-09-10,239246,13391
2010-09-11,238378,13348
2010-09-12,237529,13302
2010-09-13,236701,13256
2010-09-14,235850,13204
2010-09-15,249978,13952
2010-09-16,249183,13909
2010-09-17,248342,13855
2010-09-18,247490,13805
2010-09-19,246613,13762
2010-09-20,245804,13712
2010-09-21,244973,13657
2010-09-22,244121,13612
2010-09-23,243240,13570
2010-09-24,242400,13533
2010-09-25,241550,13494
2010-09-26,240643,13457
2010-09-27,239830,13407
2010-09-28,238956,13375
2010-09-29,238086,13345
2010-09-30,237197,13295
2010-10-01,251250,14007
2010-10-02,250414,13961
2010-10-03,249552,13917
2010-10-04,248677,13875
2010-10-05,247885,13825
2010-10-06,247031,13785
2010-10-07,246171,13750
2010-10-08,245336,13722
2010-10-09,244457,13670
2010-10-10,243608,13631
2010-10-11,242777,13590
2010-10-12,241926,13548
2010-10-13,241089,13492
2010-10-14,240251,13461
2010-10-15,254287,14192
2010-10-16,253409,14143
2010-10-17,252523,14103
2010-10-18,251659,14070
2010-10-19,250773,14029
2010-10-20,249938,13971
2010-10-21,249095,13935
2010-10-22,248292,13895
2010-10-23,247446,13864
2010-10-24,246582,13819
2010-10-25,245749,13781
2010-10-26,244897,13745
2010-10-27,244067,13704
2010-10-28,243221,13659
2010-10-29,242379,13601
2010-10-30,241487,13549
2010-10-31,240657,13510
2010-11-01,254770,14285
2010-11-02,253918,14242
2010-11-03,253084,14205
2010-11-04,252203,14162
2010-11-05,251370,14125
2010-11-06,250504,14078
2010-11-07,249627,14030
2010-11-08,248720,13979
2010-11-09,247891,13932
2010-11-10,247012,13892
2010-11-11,246148,13842
2010-11-12,245265,13804
2010-11-13,244385,13765
2010-11-14,243482,13725
2010-11-15,257692,14428
2010-11-16,256844,14376
2010-11-17,255954,14325
2010-11-18,255135,14275
2010-11-19,254269,14230
2010-11-20,253455,14181
2010-11-21,252600,14139
2010-11-22,251733,14099
2010-11-23,250890,14051
2010-11-24,250008,13998
2010-11-25,249130,13958
2010-11-26,248310,13928
2010-11-27,247455,13880
2010-11-28,246564,13838
2010-11-29,245701,13793
2010-11-30,244855,13742
2010-12-01,259089,14474
2010-12-02,258188,14428
2010-12-03,257332,14378
2010-12-04,256505,14345
2010-12-05,255719,14300
2010-12-06,254824,14250
2010-12-07,253985,14199
2010-12-08,253115,14155
2010-12-09,252247,14115
2010-12-10,251392,14077
2010-12-11,250551,14027
2010-12-12,249701,13986
2010-12-13,248866,13954
2010-12-14,248067,13920
2010-12-15,262175,14637
2010-12-16,261368,14583
2010-12-17,260512,14528
2010-12-18,259703,14493
2010-12-19,258844,14434
2010-12-20,258023,14395
2010-12-21,257195,14334
2010-12-22,256373,14293
2010-12-23,255545,14261
2010-12-24,254757,14205
2010-12-25,253864,14159
2010-12-26,253011,14112
2010-12-27,252197,14069
2010-12-28,251316,14029
2010-12-29,250497,13980
2010-12-30,249616,13941
2010-12-31,248709,13901
2011-01-01,263146,14652
2011-01-02,262301,14607
2011-01-03,261433,14570
2011-01-04,260514,14522
2011-01-05,259671,14480
2011-01-06,258862,14446
2011-01-07,257989,14402
2011-01-08,257105,14362
2011-01-09,256219,14321
2011-01-10,255388,14268
2011-01-11,254542,14228
2011-01-12,253660,14190
2011-01-13,252845,14137
2011-01-14,251966,14095
2011-01-15,265980,14842
2011-01-16,265155,14787
2011-01-17,264340,14748
2011-01-18,263482,14707
2011-01-19,262649,14659
2011-01-20,261774,14620
2011-01-21,260967,14569
2011-01-22,260134,14522
2011-01-23,259264,14487
2011-01-24,258424,14438
2011-01-25,257504,14374
2011-01-26,256662,14338
2011-01-27,255828,14305
2011-01-28,254995,14272
2011-01-29,254174,14220
2011-01-30,253276,14172
2011-01-31,252409,14116
2011-02-01,266548,14874
2011-02-02,265701,14830
2011-02-03,264823,14790
2011-02-04,263971,14750
2011-02-05,263119,14714
2011-02-06,262307,14669
2011-02-07,261458,14613
2011-02-08,260663,14554
2011-02-09,259798,14507
2011-02-10,258982,14456
2011-02-11,258148,14425
2011-02-12,257283,14383
2011-02-13,256445,14324
2011-02-14,255601,14268
2011-02-15,270022,15036
2011-02-16,269217,14993
2011-02-17,268368,14959
2011-02-18,267532,14914
2011-02-19,266655,14860
2011-02-20,265838,14817
2011-02-21,264943,14786
2011-02-22,264102,14742
2011-02-23,263278,14707
2011-02-24,262455,14659
2011-02-25,261557,14620
2011-02-26,260725,14571
2011-02-27,259840,14539
2011-02-28,258991,14495
2011-03-01,272903,15226
2011-03-02,272068,15186
2011-03-03,271231,15152
2011-03-04,270382,15117
2011-03-05,269525,15082
2011-03-06,268739,15024
2011-03-07,267900,14986
2011-03-08,266981,14943
2011-03-09,266113,14903
2011-03-10,265263,14865
2011-03-11,264343,14817
2011-03-12,263524,14775
2011-03-13,262653,14726
2011-03-14,261841,14685
2011-03-15,276040,15457
2011-03-16,275231,15419
2011-03-17,274399,15383
2011-03-18,273519,15331
2011-03-19,272685,15286
2011-03-20,271887,15245
2011-03-21,271028,15192
2011-03-22,270196,15159
2011-03-23,269373,15117
2011-03-24,268549,15066
2011-03-25,267696,15019
2011-03-26,266875,14975
2011-03-27,265963,14939
2011-03-28,265104,14902
2011-03-29,264292,14849
2011-03-30,263428,14798
2011-03-31,262602,14755
2011-04-01,276963,15575
2011-04-02,276167,15535
2011-04-03,275337,15494
2011-04-04,274491,15447
2011-04-05,273683,15400
2011-04-06,272761,15363
2011-04-07,271920,15331
2011-04-08,271023,15289
2011-04-09,270181,15238
2011-04-10,269343,15197
2011-04-11,268490,15157
2011-04-12,267640,15110
2011-04-13,266777,15065
2011-04-14,265871,15024
2011-04-15,279971,15774
2011-04-16,279124,15730
2011-04-17,278268,15688
2011-04-18,277449,15639
2011-04-19,276640,15591
2011-04-20,275817,15543
2011-04-21,274974,15509
2011-04-22,274087,15459
2011-04-23,273261,15422
2011-04-24,272412,15388
2011-04-25,271569,15339
2011-04-26,270729,15289
2011-04-27,269824,15247
2011-04-28,268961,15207
2011-04-29,268090,15167
2011-04-30,267218,15129
2011-05-01,281322,15933
2011-05-02,280420,15885
2011-05-03,279605,15840
2011-05-04,278792,15791
2011-05-05,277910,15738
2011-05-06,277027,15697
2011-05-07,276224,15652
2011-05-08,275361,15607
2011-05-09,274490,15548
2011-05-10,273657,15500
2011-05-11,272786,15442
2011-05-12,271936,15383
2011-05-13,271110,15338
2011-05-14,270269,15291
2011-05-15,284514,16049
2011-05-16,283662,15995
2011-05-17,282832,15943
2011-05-18,281986,15890
2011-05-19,281112,15847
2011-05-20,280238,15801
2011-05-21,279390,15763
2011-05-22,278527,15724
2011-05-23,277701,15686
2011-05-24,276805,15632
2011-05-25,275957,15600
2011-05-26,275069,15564
2011-05-27,274260,15516
2011-05-28,273417,15464
2011-05-29,272518,15412
2011-05-30,271728,15375
2011-05-31,270832,15324
2011-06-01,284884,16102
2011-06-02,284047,16059
2011-06-03,283184,16003
2011-06-04,282358,15962
2011-06-05,281484,15918
2011-06-06,280637,15884
2011-06-07,279790,15852
2011-06-08,278923,15808
2011-06-09,278096,15765
2011-06-10,277258,15718
2011-06-11,276426,15681
2011-06-12,275526,15652
2011-06-13,274654,15612
2011-06-14,273826,15581
2011-06-15,288057,16329
2011-06-16,287229,16283
2011-06-17,286347,16243
2011-06-18,285499,16196
2011-06-19,284635,16153
2011-06-20,283767,16100
2011-06-21,282912,16049
2011-06-22,282027,16005
2011-06-23,281164,15951
2011-06-24,280288,15911
2011-06-25,279430,15875
2011-06-26,278572,15841
2011-06-27,277716,15797
2011-06-28,276882,15757
2011-06-29,276035,15703
2011-06-30,275177,15661
2011-07-01,289488,16420
2011-07-02,288685,16368
2011-07-03,287860,16339
2011-07-04,287019,16297
2011-07-05,286194,16253
2011-07-06,285365,16204
2011-07-07,284528,16162
2011-07-08,283714,16116
2011-07-09,282870,16073
2011-07-10,281997,16022
2011-07-11,281205,15978
2011-07-12,280374,15938
2011-07-13,279575,15906
2011-07-14,278707,15852
2011-07-15,293138,16620
2011-07-16,292278,16571
2011-07-17,291398,16517
2011-07-18,290563,16479
2011-07-19,289673,16435
2011-07-20,288862,16399
2011-07-21,287995,16363
2011-07-22,287145,16307
2011-07-23,286297,16270
2011-07-24,285445,16233
2011-07-25,284587,16174
2011-07-26,283723,16132
2011-07-27,282897,16092
2011-07-28,282041,16055
2011-07-29,281156,16009
2011-07-30,280298,15963
2011-07-31,279425,15909
2011-08-01,293469,16688
2011-08-02,292669,16652
2011-08-03,291815,16602
2011-08-04,290960,16568
2011-08-05,290096,16523
2011-08-06,289280,16480
2011-08-07,288435,16435
2011-08-08,287566,16399
2011-08-09,286742,16356
2011-08-10,285875,16302
2011-08-11,285048,16251
2011-08-12,284190,16207
2011-08-13,283325,16174
2011-08-14,282497,16134
2011-08-15,296756,16863
2011-08-16,295901,16815
2011-08-17,295059,16768
2011-08-18,294239,16724
2011-08-19,293405,16680
2011-08-20,292623,16642
2011-08-21,291782,16591
2011-08-22,290993,16553
2011-08-23,290153,16521
2011-08-24,289288,16480
2011-08-25,288408,16443
2011-08-26,287562,16399
2011-08-27,286749,16363
2011-08-28,285890,16327
2011-08-29,285016,16270
2011-08-30,284177,16230
2011-08-31,283315,16181
2011-09-01,297390,16955
2011-09-02,296506,16918
2011-09-03,295664,16869
2011-09-04,294836,16826
2011-09-05,293999,16777
2011-09-06,293126,16728
2011-09-07,292324,16683
2011-09-08,291431,16634
2011-09-09,290597,16599
2011-09-10,289781,16556
2011-09-11,288978,16514
2011-09-12,288126,16464
2011-09-13,287324,16426
2011-09-14,286433,16374
2011-09-15,300753,17091
2011-09-16,299881,17037
2011-09-17,299047,16985
2011-09-18,298162,16947
2011-09-19,297286,16905
2011-09-20,296481,16869
2011-09-21,295644,16822
2011-09-22,294815,16774
2011-09-23,293986,16729
2011-09-24,293147,16690
2011-09-25,292321,16649
2011-09-26,291443,16611
2011-09-27,290581,16561
2011-09-28,289763,16525
2011-09-29,288925,16482
2011-09-30,288037,16424
2011-10-01,302232,17182
2011-10-02,301407,17153
2011-10-03,300546,17106
2011-10-04,299733,17068
2011-10-05,298882,17019
2011-10-06,298021,16974
2011-10-07,297218,16929
2011-10-08,296360,16893
2011-10-09,295547,16848
2011-10-10,294654,16809
2011-10-11,293823,16763
2011-10-12,292958,16719
2011-10-13,292110,16674
2011-10-14,291272,16631
2011-10-15,305419,17356
2011-10-16,304615,17308
2011-10-17,303747,17264
2011-10-18,302901,17215
2011-10-19,302000,17159
2011-10-20,301151,17113
2011-10-21,300293,17071
2011-10-22,299424,17029
2011-10-23,298598,16987
2011-10-24,297702,16945
2011-10-25,296889,16897
2011-10-26,296011,16853
2011-10-27,295232,16812
2011-10-28,294372,16772
2011-10-29,293543,16728
2011-10-30,292673,16691
2011-10-31,291743,16638
2011-11-01,305874,17414
2011-11-02,304994,17371
2011-11-03,304191,17331
2011-11-04,303328,17281
2011-11-05,302474,17229
2011-11-06,301596,17187
2011-11-07,300754,17148
2011-11-08,299953,17099
2011-11-09,299089,17057
2011-11-10,298229,17022
2011-11-11,297349,16986
2011-11-12,296466,16951
2011-11-13,295655,16913
2011-11-14,294800,16864
2011-11-15,308915,17671
2011-11-16,308083,17633
2011-11-17,307212,17583
2011-11-18,306314,17531
2011-11-19,305457,17489
2011-11-20,304637,17438
2011-11-21,303803,17405
2011-11-22,302940,17371
2011-11-23,302102,17325
2011-11-24,301252,17272
2011-11-25,300394,17242
2011-11-26,299521,17198
2011-11-27,298667,17160
