date,apple,pen
2008-12-17,115603,13193
2008-12-18,115498,13187
2008-12-19,115417,13180
2008-12-20,115307,13170
2008-12-21,115211,13161
2008-12-22,115112,13150
2008-12-23,115012,13139
2008-12-24,114918,13131
2008-12-25,114833,13113
2008-12-26,114745,13103
2008-12-27,114635,13096
2008-12-28,114532,13091
2008-12-29,114442,13082
2008-12-30,114362,13072
2008-12-31,114252,13063
2009-01-01,117158,13399
2009-01-02,117060,13389
2009-01-03,116976,13381
2009-01-04,116871,13370
2009-01-05,116770,13357
2009-01-06,116672,13351
2009-01-07,116572,13340
2009-01-08,116494,13332
2009-01-09,116397,13322
2009-01-10,116296,13313
2009-01-11,116190,13303
2009-01-12,116106,13295
2009-01-13,116014,13286
2009-01-14,115917,13281
2009-01-15,118796,13591
2009-01-16,118715,13575
2009-01-17,118632,13567
2009-01-18,118531,13552
2009-01-19,118439,13542
2009-01-20,118336,13535
2009-01-21,118226,13520
2009-01-22,118123,13512
2009-01-23,118043,13502
2009-01-24,117950,13492
2009-01-25,117851,13480
2009-01-26,117764,13469
2009-01-27,117677,13463
2009-01-28,117597,13456
2009-01-29,117516,13449
2009-01-30,117438,13438
2009-01-31,117347,13424
2009-02-01,120242,13779
2009-02-02,120150,13770
2009-02-03,120067,13756
2009-02-04,119973,13737
2009-02-05,119880,13727
2009-02-06,119791,13721
2009-02-07,119703,13712
2009-02-08,119612,13703
2009-02-09,119521,13690
2009-02-10,119413,13679
2009-02-11,119324,13671
2009-02-12,119222,13668
2009-02-13,119131,13658
2009-02-14,119052,13649
2009-02-15,121973,13968
2009-02-16,121886,13958
2009-02-17,121776,13946
2009-02-18,121687,13931
2009-02-19,121594,13919
2009-02-20,121489,13909
2009-02-21,121399,13897
2009-02-22,121300,13889
2009-02-23,121209,13882
2009-02-24,121111,13870
2009-02-25,121009,13856
2009-02-26,120910,13847
2009-02-27,120818,13836
2009-02-28,120723,13826
2009-03-01,123641,14166
2009-03-02,123558,14154
2009-03-03,123456,14144
2009-03-04,123362,14137
2009-03-05,123262,14122
2009-03-06,123164,14114
2009-03-07,123071,14104
2009-03-08,122957,14094
2009-03-09,122864,14087
2009-03-10,122782,14073
2009-03-11,122689,14065
2009-03-12,122598,14055
2009-03-13,122503,14048
2009-03-14,122412,14042
2009-03-15,125263,14370
2009-03-16,125173,14363
2009-03-17,125070,14356
2009-03-18,124981,14338
2009-03-19,124865,14324
2009-03-20,124748,14317
2009-03-21,124655,14307
2009-03-22,124571,14296
2009-03-23,124470,14286
2009-03-24,124375,14276
2009-03-25,124277,14272
2009-03-26,124188,14263
2009-03-27,124098,14247
2009-03-28,124011,14239
2009-03-29,123933,14227
2009-03-30,123844,14219
2009-03-31,123744,14201
2009-04-01,126672,14539
2009-04-02,126575,14531
2009-04-03,126472,14525
2009-04-04,126375,14520
2009-04-05,126289,14508
2009-04-06,126202,14499
2009-04-07,126109,14490
2009-04-08,126022,14480
2009-04-09,125921,14466
2009-04-10,125815,14454
2009-04-11,125718,14444
2009-04-12,125627,14434
2009-04-13,125537,14423
2009-04-14,125457,14411
2009-04-15,128331,14709
2009-04-16,128234,14698
2009-04-17,128162,14683
2009-04-18,128069,14673
2009-04-19,127972,14668
2009-04-20,127882,14656
2009-04-21,127798,14649
2009-04-22,127712,14643
2009-04-23,127622,14630
2009-04-24,127527,14615
2009-04-25,127431,14604
2009-04-26,127344,14594
2009-04-27,127245,14583
2009-04-28,127167,14572
2009-04-29,127075,14555
2009-04-30,126970,14538
2009-05-01,129846,14871
2009-05-02,129759,14863
2009-05-03,129669,14850
2009-05-04,129556,14837
2009-05-05,129458,14829
2009-05-06,129360,14820
2009-05-07,129276,14808
2009-05-08,129180,14794
2009-05-09,129088,14789
2009-05-10,128991,14781
2009-05-11,128905,14767
2009-05-12,128807,14751
2009-05-13,128718,14747
2009-05-14,128619,14737
2009-05-15,131534,15041
2009-05-16,131441,15027
2009-05-17,131353,15020
2009-05-18,131263,15012
2009-05-19,131165,15004
2009-05-20,131068,14991
2009-05-21,130983,14980
2009-05-22,130897,14971
2009-05-23,130802,14958
2009-05-24,130714,14950
2009-05-25,130640,14943
2009-05-26,130550,14931
2009-05-27,130453,14921
2009-05-28,130361,14913
2009-05-29,130277,14905
2009-05-30,130173,14895
2009-05-31,130083,14886
2009-06-01,132926,15223
2009-06-02,132825,15214
2009-06-03,132747,15204
2009-06-04,132663,15196
2009-06-05,132577,15187
2009-06-06,132470,15175
2009-06-07,132389,15171
2009-06-08,132292,15161
2009-06-09,132219,15152
2009-06-10,132129,15143
2009-06-11,132042,15129
2009-06-12,131935,15120
2009-06-13,131848,15109
2009-06-14,131759,15097
2009-06-15,134741,15408
2009-06-16,134661,15398
2009-06-17,134582,15386
2009-06-18,134493,15379
2009-06-19,134405,15369
2009-06-20,134316,15361
2009-06-21,134224,15354
2009-06-22,134120,15342
2009-06-23,134025,15329
2009-06-24,133927,15317
2009-06-25,133838,15307
2009-06-26,133730,15298
2009-06-27,133633,15283
2009-06-28,133542,15273
2009-06-29,133464,15269
2009-06-30,133367,15257
2009-07-01,136222,15577
2009-07-02,136123,15568
2009-07-03,136038,15556
2009-07-04,135956,15548
2009-07-05,135856,15535
2009-07-06,135760,15519
2009-07-07,135675,15510
2009-07-08,135582,15501
2009-07-09,135492,15493
2009-07-10,135404,15486
2009-07-11,135310,15478
2009-07-12,135229,15469
2009-07-13,135134,15457
2009-07-14,135043,15444
2009-07-15,137922,15771
2009-07-16,137829,15758
2009-07-17,137718,15745
2009-07-18,137627,15730
2009-07-19,137502,15721
2009-07-20,137412,15711
2009-07-21,137322,15695
2009-07-22,137226,15684
2009-07-23,137128,15674
2009-07-24,137040,15663
2009-07-25,136924,15655
2009-07-26,136831,15649
2009-07-27,136731,15639
2009-07-28,136642,15627
2009-07-29,136547,15617
2009-07-30,136453,15605
2009-07-31,136349,15587
2009-08-01,139206,15900
2009-08-02,139124,15894
2009-08-03,139038,15888
2009-08-04,138938,15882
2009-08-05,138852,15875
2009-08-06,138765,15868
2009-08-07,138663,15852
2009-08-08,138563,15842
2009-08-09,138468,15835
2009-08-10,138393,15833
2009-08-11,138295,15822
2009-08-12,138207,15815
2009-08-13,138089,15803
2009-08-14,138016,15796
2009-08-15,140959,16146
2009-08-16,140852,16127
2009-08-17,140751,16114
2009-08-18,140654,16102
2009-08-19,140556,16092
2009-08-20,140472,16076
2009-08-21,140389,16059
2009-08-22,140298,16049
2009-08-23,140200,16037
2009-08-24,140120,16023
2009-08-25,140019,16012
2009-08-26,139916,16002
2009-08-27,139825,15992
2009-08-28,139730,15978
2009-08-29,139624,15969
2009-08-30,139537,15963
2009-08-31,139449,15950
2009-09-01,142397,16287
2009-09-02,142309,16280
2009-09-03,142227,16272
2009-09-04,142137,16257
2009-09-05,142038,16239
2009-09-06,141946,16229
2009-09-07,141863,16220
2009-09-08,141788,16205
2009-09-09,141706,16191
2009-09-10,141615,16177
2009-09-11,141512,16163
2009-09-12,141425,16149
2009-09-13,141339,16135
2009-09-14,141241,16129
2009-09-15,144081,16458
2009-09-16,143985,16450
2009-09-17,143887,16436
2009-09-18,143790,16422
2009-09-19,143692,16413
2009-09-20,143598,16402
2009-09-21,143507,16394
2009-09-22,143408,16386
2009-09-23,143323,16381
2009-09-24,143248,16375
2009-09-25,143163,16367
2009-09-26,143067,16350
2009-09-27,142971,16339
2009-09-28,142873,16332
2009-09-29,142785,16323
2009-09-30,142695,16312
2009-10-01,145662,16628
2009-10-02,145559,16620
2009-10-03,145457,16607
2009-10-04,145356,16600
2009-10-05,145270,16589
2009-10-06,145175,16580
2009-10-07,145102,16571
2009-10-08,145009,16561
2009-10-09,144912,16554
2009-10-10,144827,16542
2009-10-11,144742,16532
2009-10-12,144643,16525
2009-10-13,144551,16517
2009-10-14,144465,16508
2009-10-15,147441,16837
2009-10-16,147341,16827
2009-10-17,147246,16821
2009-10-18,147156,16809
2009-10-19,147056,16793
2009-10-20,146978,16789
2009-10-21,146876,16772
2009-10-22,146784,16760
2009-10-23,146683,16753
2009-10-24,146587,16743
2009-10-25,146480,16731
2009-10-26,146383,16725
2009-10-27,146282,16718
2009-10-28,146190,16707
2009-10-29,146094,16699
2009-10-30,146004,16690
2009-10-31,145901,16681
2009-11-01,148868,17028
2009-11-02,148783,17012
2009-11-03,148685,17003
2009-11-04,148591,16995
2009-11-05,148495,16988
2009-11-06,148423,16979
2009-11-07,148326,16968
2009-11-08,148243,16957
2009-11-09,148139,16948
2009-11-10,148057,16938
2009-11-11,147963,16929
2009-11-12,147878,16921
2009-11-13,147791,16914
2009-11-14,147711,16904
2009-11-15,150611,17235
2009-11-16,150535,17223
2009-11-17,150448,17211
2009-11-18,150349,17205
2009-11-19,150254,17199
2009-11-20,150163,17188
2009-11-21,150068,17177
2009-11-22,149983,17171
2009-11-23,149894,17164
2009-11-24,149797,17153
2009-11-25,149712,17144
2009-11-26,149602,17134
2009-11-27,149508,17123
2009-11-28,149421,17112
2009-11-29,149334,17102
2009-11-30,149232,17093
2009-12-01,152230,17443
2009-12-02,152152,17436
2009-12-03,152060,17429
2009-12-04,151952,17415
2009-12-05,151860,17409
2009-12-06,151777,17398
2009-12-07,151692,17388
2009-12-08,151593,17377
2009-12-09,151513,17372
2009-12-10,151425,17363
2009-12-11,151333,17353
2009-12-12,151239,17344
2009-12-13,151154,17334
2009-12-14,151057,17323
2009-12-15,153939,17636
2009-12-16,153856,17626
2009-12-17,153754,17617
2009-12-18,153661,17604
2009-12-19,153575,17597
2009-12-20,153482,17588
2009-12-21,153407,17574
2009-12-22,153309,17566
2009-12-23,153213,17553
2009-12-24,153107,17541
2009-12-25,153012,17530
2009-12-26,152914,17518
2009-12-27,152844,17512
2009-12-28,152758,17506
2009-12-29,152667,17491
2009-12-30,152573,17484
2009-12-31,152486,17472
2010-01-01,155342,17774
2010-01-02,155260,17765
2010-01-03,155172,17751
2010-01-04,155070,17744
2010-01-05,154976,17733
2010-01-06,154883,17724
2010-01-07,154792,17713
2010-01-08,154677,17698
2010-01-09,154587,17687
2010-01-10,154492,17672
2010-01-11,154389,17665
2010-01-12,154279,17650
2010-01-13,154179,17641
2010-01-14,154090,17633
2010-01-15,156985,17947
2010-01-16,156895,17933
2010-01-17,156806,17922
2010-01-18,156723,17914
2010-01-19,156620,17901
2010-01-20,156523,17891
2010-01-21,156429,17883
2010-01-22,156331,17873
2010-01-23,156243,17860
2010-01-24,156148,17852
2010-01-25,156046,17843
2010-01-26,155964,17836
2010-01-27,155874,17829
2010-01-28,155774,17816
2010-01-29,155670,17805
2010-01-30,155560,17798
2010-01-31,155460,17780
2010-02-01,158352,18086
2010-02-02,158251,18077
2010-02-03,158156,18067
2010-02-04,158061,18058
2010-02-05,157976,18050
2010-02-06,157888,18043
2010-02-07,157799,18032
2010-02-08,157697,18020
2010-02-09,157602,18013
2010-02-10,157513,18003
2010-02-11,157437,17985
2010-02-12,157338,17982
2010-02-13,157224,17971
2010-02-14,157131,17958
2010-02-15,160232,18274
2010-02-16,160128,18262
2010-02-17,160049,18251
2010-02-18,159957,18239
2010-02-19,159855,18230
2010-02-20,159774,18217
2010-02-21,159685,18204
2010-02-22,159606,18189
2010-02-23,159523,18176
2010-02-24,159428,18165
2010-02-25,159331,18149
2010-02-26,159235,18138
2010-02-27,159160,18127
2010-02-28,159076,18117
2010-03-01,161885,18421
2010-03-02,161790,18405
2010-03-03,161710,18393
2010-03-04,161622,18382
2010-03-05,161521,18376
2010-03-06,161439,18366
2010-03-07,161338,18361
2010-03-08,161255,18352
2010-03-09,161178,18337
2010-03-10,161093,18327
2010-03-11,161004,18314
2010-03-12,160892,18304
2010-03-13,160810,18294
2010-03-14,160722,18283
2010-03-15,163602,18583
2010-03-16,163515,18575
2010-03-17,163437,18566
2010-03-18,163322,18554
2010-03-19,163244,18543
2010-03-20,163158,18538
2010-03-21,163081,18534
2010-03-22,162995,18517
2010-03-23,162904,18507
2010-03-24,162813,18498
2010-03-25,162711,18491
2010-03-26,162626,18480
2010-03-27,162522,18475
2010-03-28,162410,18463
2010-03-29,162325,18448
2010-03-30,162239,18428
2010-03-31,162119,18418
2010-04-01,165084,18699
2010-04-02,164983,18687
2010-04-03,164895,18677
2010-04-04,164806,18671
2010-04-05,164708,18665
2010-04-06,164629,18656
2010-04-07,164533,18642
2010-04-08,164439,18632
2010-04-09,164334,18620
2010-04-10,164238,18608
2010-04-11,164150,18595
2010-04-12,164068,18587
2010-04-13,163965,18568
2010-04-14,163879,18555
2010-04-15,166861,18883
2010-04-16,166785,18878
2010-04-17,166698,18873
2010-04-18,166599,18864
2010-04-19,166513,18856
2010-04-20,166408,18843
2010-04-21,166308,18832
2010-04-22,166204,18815
2010-04-23,166123,18810
2010-04-24,166014,18797
2010-04-25,165921,18782
2010-04-26,165818,18776
2010-04-27,165729,18763
2010-04-28,165652,18755
2010-04-29,165560,18744
2010-04-30,165467,18733
2010-05-01,168371,19070
2010-05-02,168281,19054
2010-05-03,168189,19037
2010-05-04,168097,19025
2010-05-05,168025,19017
2010-05-06,167945,19005
2010-05-07,167861,18993
2010-05-08,167773,18987
2010-05-09,167670,18980
2010-05-10,167572,18967
2010-05-11,167474,18955
2010-05-12,167384,18949
2010-05-13,167285,18942
2010-05-14,167181,18936
2010-05-15,170009,19279
2010-05-16,169911,19267
2010-05-17,169808,19261
2010-05-18,169713,19253
2010-05-19,169620,19248
2010-05-20,169540,19243
2010-05-21,169457,19234
2010-05-22,169370,19224
2010-05-23,169278,19211
2010-05-24,169196,19194
2010-05-25,169092,19181
2010-05-26,168999,19173
2010-05-27,168911,19168
2010-05-28,168813,19160
2010-05-29,168723,19150
2010-05-30,168629,19140
2010-05-31,168544,19130
2010-06-01,171431,19498
2010-06-02,171345,19490
2010-06-03,171248,19479
2010-06-04,171153,19467
2010-06-05,171084,19456
2010-06-06,170999,19440
2010-06-07,170920,19431
2010-06-08,170835,19425
2010-06-09,170746,19416
2010-06-10,170650,19407
2010-06-11,170563,19401
2010-06-12,170482,19394
2010-06-13,170383,19391
2010-06-14,170297,19375
2010-06-15,173239,19666
2010-06-16,173124,19653
2010-06-17,173049,19642
2010-06-18,172958,19632
2010-06-19,172881,19619
2010-06-20,172800,19606
2010-06-21,172723,19590
2010-06-22,172648,19581
2010-06-23,172550,19575
2010-06-24,172447,19560
2010-06-25,172348,19555
2010-06-26,172248,19540
2010-06-27,172167,19532
2010-06-28,172071,19524
2010-06-29,171965,19514
2010-06-30,171873,19499
2010-07-01,174843,19844
2010-07-02,174755,19831
2010-07-03,174661,19820
2010-07-04,174558,19810
2010-07-05,174476,19799
2010-07-06,174398,19791
2010-07-07,174295,19777
2010-07-08,174187,19763
2010-07-09,174102,19754
2010-07-10,174012,19746
2010-07-11,173920,19737
2010-07-12,173835,19726
2010-07-13,173754,19713
2010-07-14,173677,19704
2010-07-15,176624,20031
2010-07-16,176536,20022
2010-07-17,176440,20011
2010-07-18,176362,20007
2010-07-19,176249,19994
2010-07-20,176155,19989
2010-07-21,176069,19982
2010-07-22,175985,19967
2010-07-23,175905,19960
2010-07-24,175806,19947
2010-07-25,175695,19938
2010-07-26,175618,19929
2010-07-27,175524,19915
2010-07-28,175426,19904
2010-07-29,175336,19895
2010-07-30,175228,19888
2010-07-31,175128,19880
2010-08-01,177968,20202
2010-08-02,177877,20190
2010-08-03,177776,20181
2010-08-04,177689,20172
2010-08-05,177596,20165
2010-08-06,177496,20157
2010-08-07,177405,20152
2010-08-08,177321,20140
2010-08-09,177211,20133
2010-08-10,177099,20125
2010-08-11,176996,20114
2010-08-12,176918,20103
2010-08-13,176814,20092
2010-08-14,176713,20086
2010-08-15,179631,20428
2010-08-16,179521,20413
2010-08-17,179420,20404
2010-08-18,179320,20398
2010-08-19,179236,20390
2010-08-20,179148,20376
2010-08-21,179067,20366
2010-08-22,178979,20354
2010-08-23,178870,20337
2010-08-24,178778,20330
2010-08-25,178694,20319
2010-08-26,178593,20312
2010-08-27,178498,20303
2010-08-28,178394,20290
2010-08-29,178305,20280
2010-08-30,178214,20275
2010-08-31,178126,20262
2010-09-01,181110,20602
2010-09-02,181010,20591
2010-09-03,180923,20580
2010-09-04,180813,20566
2010-09-05,180721,20561
2010-09-06,180628,20555
2010-09-07,180532,20548
2010-09-08,180440,20530
2010-09-09,180346,20517
2010-09-10,180249,20508
2010-09-11,180157,20496
2010-09-12,180072,20490
2010-09-13,179987,20482
2010-09-14,179892,20468
2010-09-15,182879,20788
2010-09-16,182791,20778
2010-09-17,182708,20765
2010-09-18,182609,20750
2010-09-19,182520,20739
2010-09-20,182441,20734
2010-09-21,182368,20725
2010-09-22,182278,20710
2010-09-23,182186,20703
2010-09-24,182105,20684
2010-09-25,182001,20673
2010-09-26,181902,20660
2010-09-27,181816,20650
2010-09-28,181719,20639
2010-09-29,181622,20626
2010-09-30,181522,20614
2010-10-01,184480,20909
2010-10-02,184387,20899
2010-10-03,184299,20888
2010-10-04,184223,20882
2010-10-05,184134,20872
2010-10-06,184047,20860
2010-10-07,183939,20853
2010-10-08,183855,20844
2010-10-09,183759,20834
2010-10-10,183671,20826
2010-10-11,183556,20814
2010-10-12,183463,20802
2010-10-13,183353,20792
2010-10-14,183260,20782
2010-10-15,186121,21113
2010-10-16,186044,21103
2010-10-17,185960,21089
2010-10-18,185868,21083
2010-10-19,185781,21068
2010-10-20,185677,21059
2010-10-21,185581,21052
2010-10-22,185485,21045
2010-10-23,185388,21027
2010-10-24,185300,21017
2010-10-25,185215,21005
2010-10-26,185129,20997
2010-10-27,185040,20986
2010-10-28,184939,20969
2010-10-29,184830,20956
2010-10-30,184710,20941
2010-10-31,184613,20929
2010-11-01,187593,21234
2010-11-02,187510,21220
2010-11-03,187418,21203
2010-11-04,187322,21198
2010-11-05,187231,21187
2010-11-06,187126,21176
2010-11-07,187031,21160
2010-11-08,186933,21148
2010-11-09,186833,21132
2010-11-10,186720,21116
2010-11-11,186627,21104
2010-11-12,186546,21090
2010-11-13,186462,21076
2010-11-14,186374,21068
2010-11-15,189313,21404
2010-11-16,189207,21396
2010-11-17,189108,21388
2010-11-18,189005,21372
2010-11-19,188929,21361
2010-11-20,188823,21355
2010-11-21,188733,21348
2010-11-22,188630,21337
2010-11-23,188547,21330
2010-11-24,188453,21319
2010-11-25,188365,21307
2010-11-26,188257,21297
2010-11-27,188150,21292
2010-11-28,188051,21286
2010-11-29,187954,21274
2010-11-30,187863,21261
2010-12-01,190797,21584
2010-12-02,190692,21567
2010-12-03,190608,21561
2010-12-04,190531,21552
2010-12-05,190446,21543
2010-12-06,190339,21536
2010-12-07,190239,21529
2010-12-08,190147,21518
2010-12-09,190044,21502
2010-12-10,189946,21495
2010-12-11,189846,21478
2010-12-12,189743,21470
2010-12-13,189648,21457
2010-12-14,189551,21451
2010-12-15,192540,21776
2010-12-16,192455,21763
2010-12-17,192370,21751
2010-12-18,192283,21745
2010-12-19,192209,21737
2010-12-20,192122,21727
2010-12-21,192024,21714
2010-12-22,191939,21708
2010-12-23,191835,21702
2010-12-24,191729,21697
2010-12-25,191639,21687
2010-12-26,191547,21677
2010-12-27,191460,21673
2010-12-28,191354,21667
2010-12-29,191252,21658
2010-12-30,191159,21651
2010-12-31,191065,21637
2011-01-01,193927,21948
2011-01-02,193843,21937
2011-01-03,193727,21926
2011-01-04,193625,21911
2011-01-05,193532,21902
2011-01-06,193423,21894
2011-01-07,193334,21880
2011-01-08,193244,21872
2011-01-09,193164,21864
2011-01-10,193064,21853
2011-01-11,192974,21843
2011-01-12,192900,21826
2011-01-13,192819,21814
2011-01-14,192737,21807
2011-01-15,195627,22120
2011-01-16,195530,22112
2011-01-17,195434,22109
2011-01-18,195354,22104
2011-01-19,195254,22093
2011-01-20,195158,22083
2011-01-21,195039,22071
2011-01-22,194953,22062
2011-01-23,194865,22054
2011-01-24,194771,22045
2011-01-25,194676,22030
2011-01-26,194570,22022
2011-01-27,194474,22012
2011-01-28,194373,22001
2011-01-29,194290,21994
2011-01-30,194199,21990
2011-01-31,194088,21977
2011-02-01,196988,22290
2011-02-02,196894,22280
2011-02-03,196780,22273
2011-02-04,196685,22267
2011-02-05,196583,22253
2011-02-06,196508,22244
2011-02-07,196405,22234
2011-02-08,196323,22224
2011-02-09,196226,22211
2011-02-10,196117,22200
2011-02-11,196011,22190
2011-02-12,195923,22180
2011-02-13,195835,22172
2011-02-14,195733,22156
2011-02-15,198604,22471
2011-02-16,198519,22459
2011-02-17,198423,22450
2011-02-18,198322,22434
2011-02-19,198227,22423
2011-02-20,198137,22412
2011-02-21,198044,22400
2011-02-22,197960,22387
2011-02-23,197853,22372
2011-02-24,197775,22365
2011-02-25,197691,22359
2011-02-26,197611,22347
2011-02-27,197518,22340
2011-02-28,197428,22323
2011-03-01,200285,22638
2011-03-02,200196,22627
2011-03-03,200096,22613
2011-03-04,200016,22608
2011-03-05,199921,22603
2011-03-06,199825,22591
2011-03-07,199732,22582
2011-03-08,199639,22567
2011-03-09,199528,22556
2011-03-10,199430,22542
2011-03-11,199343,22534
2011-03-12,199252,22524
2011-03-13,199151,22512
2011-03-14,199054,22495
2011-03-15,201948,22827
2011-03-16,201857,22815
2011-03-17,201770,22806
2011-03-18,201667,22798
2011-03-19,201554,22787
2011-03-20,201468,22776
2011-03-21,201388,22765
2011-03-22,201278,22754
2011-03-23,201191,22742
2011-03-24,201105,22732
2011-03-25,201011,22722
2011-03-26,200914,22715
2011-03-27,200843,22701
2011-03-28,200752,22691
2011-03-29,200662,22683
2011-03-30,200544,22674
2011-03-31,200453,22667
2011-04-01,203341,22987
2011-04-02,203258,22980
2011-04-03,203167,22967
2011-04-04,203068,22955
2011-04-05,202986,22939
2011-04-06,202904,22926
2011-04-07,202796,22922
2011-04-08,202711,22912
2011-04-09,202635,22893
2011-04-10,202531,22885
2011-04-11,202419,22879
2011-04-12,202326,22872
2011-04-13,202230,22866
2011-04-14,202134,22855
2011-04-15,205103,23175
2011-04-16,204989,23164
2011-04-17,204913,23153
2011-04-18,204835,23146
2011-04-19,204734,23134
2011-04-20,204624,23123
2011-04-21,204546,23112
2011-04-22,204463,23103
2011-04-23,204376,23090
2011-04-24,204280,23084
2011-04-25,204163,23074
2011-04-26,204072,23065
2011-04-27,203978,23061
2011-04-28,203897,23051
2011-04-29,203808,23045
2011-04-30,203714,23034
2011-05-01,206661,23347
2011-05-02,206579,23337
2011-05-03,206485,23332
2011-05-04,206412,23322
2011-05-05,206322,23311
2011-05-06,206237,23302
2011-05-07,206142,23296
2011-05-08,206055,23289
2011-05-09,205972,23278
2011-05-10,205887,23263
2011-05-11,205791,23258
2011-05-12,205690,23249
2011-05-13,205586,23238
2011-05-14,205487,23224
2011-05-15,208430,23545
2011-05-16,208329,23536
2011-05-17,208246,23530
2011-05-18,208157,23520
2011-05-19,208058,23508
2011-05-20,207963,23501
2011-05-21,207870,23492
2011-05-22,207781,23483
2011-05-23,207689,23471
2011-05-24,207585,23463
2011-05-25,207497,23451
2011-05-26,207413,23438
2011-05-27,207321,23422
2011-05-28,207223,23411
2011-05-29,207129,23404
2011-05-30,207050,23392
2011-05-31,206967,23380
2011-06-01,209856,23670
2011-06-02,209755,23665
2011-06-03,209651,23652
2011-06-04,209562,23642
2011-06-05,209469,23632
2011-06-06,209377,23618
2011-06-07,209298,23603
2011-06-08,209199,23594
2011-06-09,209101,23585
2011-06-10,209010,23576
2011-06-11,208909,23562
2011-06-12,208818,23555
2011-06-13,208736,23545
2011-06-14,208627,23535
2011-06-15,211475,23862
2011-06-16,211390,23855
2011-06-17,211299,23847
2011-06-18,211213,23837
2011-06-19,211116,23823
2011-06-20,211022,23813
2011-06-21,210914,23799
2011-06-22,210829,23794
2011-06-23,210726,23789
2011-06-24,210625,23775
2011-06-25,210530,23764
2011-06-26,210437,23757
2011-06-27,210334,23749
2011-06-28,210223,23734
2011-06-29,210147,23720
2011-06-30,210060,23709
2011-07-01,212913,24023
2011-07-02,212813,24013
2011-07-03,212727,24005
2011-07-04,212630,23999
2011-07-05,212539,23989
2011-07-06,212441,23978
2011-07-07,212355,23969
2011-07-08,212262,23957
2011-07-09,212159,23944
2011-07-10,212069,23940
2011-07-11,211987,23928
2011-07-12,211894,23913
2011-07-13,211804,23906
2011-07-14,211716,23894
2011-07-15,214582,24236
2011-07-16,214481,24223
2011-07-17,214387,24214
2011-07-18,214292,24204
2011-07-19,214193,24197
2011-07-20,214085,24186
2011-07-21,213972,24179
2011-07-22,213862,24170
2011-07-23,213773,24160
2011-07-24,213689,24149
2011-07-25,213598,24141
2011-07-26,213503,24126
2011-07-27,213424,24115
2011-07-28,213335,24107
2011-07-29,213240,24095
2011-07-30,213147,24086
2011-07-31,213040,24073
2011-08-01,215909,24397
2011-08-02,215798,24387
2011-08-03,215702,24374
2011-08-04,215623,24365
2011-08-05,215520,24352
2011-08-06,215418,24346
2011-08-07,215323,24337
2011-08-08,215228,24328
2011-08-09,215133,24319
2011-08-10,215057,24311
2011-08-11,214971,24301
2011-08-12,214883,24289
2011-08-13,214795,24275
2011-08-14,214715,24270
2011-08-15,217621,24601
2011-08-16,217526,24590
2011-08-17,217426,24577
2011-08-18,217336,24569
2011-08-19,217232,24557
2011-08-20,217122,24548
2011-08-21,217057,24543
2011-08-22,216957,24534
2011-08-23,216855,24518
2011-08-24,216742,24512
2011-08-25,216652,24505
2011-08-26,216560,24492
2011-08-27,216470,24478
2011-08-28,216379,24472
2011-08-29,216299,24460
2011-08-30,216206,24444
2011-08-31,216114,24434
2011-09-01,219074,24760
2011-09-02,218981,24749
2011-09-03,218885,24737
2011-09-04,218778,24725
2011-09-05,218705,24717
2011-09-06,218616,24706
2011-09-07,218540,24695
2011-09-08,218442,24680
2011-09-09,218368,24671
2011-09-10,218290,24665
2011-09-11,218205,24657
2011-09-12,218118,24651
2011-09-13,218036,24642
2011-09-14,217937,24629
2011-09-15,220861,24954
2011-09-16,220771,24943
2011-09-17,220678,24935
2011-09-18,220603,24932
2011-09-19,220504,24926
2011-09-20,220405,24915
2011-09-21,220315,24900
2011-09-22,220230,24889
2011-09-23,220120,24884
2011-09-24,220045,24871
2011-09-25,219963,24860
2011-09-26,219869,24848
2011-09-27,219771,24843
2011-09-28,219681,24834
2011-09-29,219589,24822
2011-09-30,219475,24809
2011-10-01,222412,25133
2011-10-02,222310,25122
2011-10-03,222220,25114
2011-10-04,222120,25105
2011-10-05,222038,25095
2011-10-06,221945,25083
2011-10-07,221847,25072
2011-10-08,221750,25057
2011-10-09,221644,25051
2011-10-10,221535,25037
2011-10-11,221433,25024
2011-10-12,221343,25015
2011-10-13,221256,25008
2011-10-14,221173,25001
2011-10-15,224048,25312
2011-10-16,223948,25303
2011-10-17,223875,25296
2011-10-18,223790,25288
2011-10-19,223712,25280
2011-10-20,223615,25269
2011-10-21,223517,25256
2011-10-22,223435,25244
2011-10-23,223354,25230
2011-10-24,223262,25229
2011-10-25,223165,25212
2011-10-26,223073,25204
2011-10-27,222994,25193
2011-10-28,222907,25182
2011-10-29,222826,25174
2011-10-30,222741,25160
2011-10-31,222658,25153
2011-11-01,225604,25478
2011-11-02,225508,25467
2011-11-03,225419,25459
2011-11-04,225337,25448
2011-11-05,225238,25438
2011-11-06,225163,25427
2011-11-07,225076,25418
2011-11-08,224984,25404
2011-11-09,224882,25395
2011-11-10,224788,25385
2011-11-11,224701,25377
2011-11-12,224622,25368
2011-11-13,224514,25360
2011-11-14,224412,25347
2011-11-15,227348,25663
2011-11-16,227244,25653
2011-11-17,227150,25644
2011-11-18,227043,25634
2011-11-19,226941,25624
2011-11-20,226836,25609
2011-11-21,226746,25601
2011-11-22,226653,25594
2011-11-23,226566,25581
2011-11-24,226449,25568
2011-11-25,226358,25556
2011-11-26,226277,25549
2011-11-27,226180,25535
